日期,星期,最高温度,最低温度,天气,风向
2014/1/27, 星期一 ,17℃,10℃,阴,东北风 3-4级
2014/1/28, 星期二 ,18℃,9℃,多云,微风 小于3级
2014/1/29, 星期三 ,22℃,12℃,多云,微风 小于3级
2014/1/30, 星期四 ,24℃,13℃,多云,微风 小于3级
2014/1/31, 星期五 ,22℃,12℃,晴,微风 小于3级
2014/2/1, 星期六 ,27℃,15℃,多云,微风 小于3级
2014/2/2, 星期六 ,27℃,15℃,多云,微风 小于3级
2014/2/3, 星期一 ,27℃,15℃,多云,微风 小于3级
2014/2/4, 星期二 ,25℃,12℃,多云,微风~东北风 小于3级~3-4级
2014/2/5, 星期三 ,15℃,11℃,阵雨,东北风~微风 3-4级~小于3级
2014/2/6, 星期四 ,18℃,11℃,中雨转小雨,微风 小于3级
2014/2/7, 星期五 ,20℃,14℃,阴,微风 小于3级
2014/2/8, 星期六 ,16℃,13℃,阵雨,微风 小于3级
2014/2/9, 星期日 ,12℃,9℃,阵雨转中雨,东北风 3-4级
2014/2/10, 星期一 ,11℃,6℃,中雨,东北风 3-4级
2014/2/11, 星期二 ,10℃,5℃,阴,微风 小于3级
2014/2/12, 星期三 ,11℃,6℃,阴,微风 小于3级
2014/2/13, 星期四 ,10℃,7℃,阵雨,微风 小于3级
2014/2/14, 星期五 ,13℃,8℃,多云,微风 小于3级
2014/2/15, 星期六 ,14℃,8℃,阴,微风 小于3级
2014/2/16, 星期日 ,18℃,11℃,阵雨,微风 小于3级
2014/2/17, 星期一 ,16℃,12℃,阴,微风 小于3级
2014/2/18, 星期二 ,20℃,15℃,阵雨,微风 小于3级
2014/2/19, 星期三 ,13℃,11℃,中雨,微风 小于3级
2014/2/20, 星期四 ,14℃,6℃,多云转晴,微风~东北风 小于3级~3-4级
2014/2/21, 星期五 ,15℃,5℃,多云,微风 小于3级
2014/2/22, 星期六 ,18℃,7℃,多云,微风 小于3级
2014/2/23, 星期日 ,19℃,11℃,多云,微风 小于3级
2014/2/24, 星期一 ,20℃,13℃,多云,微风 小于3级
2014/2/25, 星期二 ,22℃,13℃,多云,微风 小于3级
2014/2/26, 星期三 ,21℃,13℃,中雨,微风 小于3级
2014/2/27, 星期四 ,19℃,14℃,阴转多云,微风 小于3级
2014/2/28, 星期五 ,21℃,13℃,多云,微风 小于3级
2014/3/1, 星期六 ,22℃,15℃,多云,微风 小于3级
2014/3/2, 星期日 ,16℃,13℃,中雨转阵雨,微风 小于3级
2014/3/3, 星期一 ,15℃,10℃,阵雨,微风 小于3级
2014/3/4, 星期二 ,19℃,11℃,阴,微风 小于3级
2014/3/5, 星期四 ,17℃,12℃,阵雨转多云,微风 小于3级
2014/3/6, 星期四 ,15℃,11℃,阴,东北风 3-4级
2014/3/7, 星期五 ,13℃,9℃,阵雨,东北风 3-4级
2014/3/8, 星期六 ,13℃,10℃,阵雨,微风 小于3级
2014/3/9, 星期日 ,14℃,10℃,阵雨转阴,微风 小于3级
2014/3/10, 星期一 ,14℃,9℃,阴,东北风~微风 3-4级~小于3级
2014/3/11, 星期二 ,14℃,10℃,阴,微风 小于3级
2014/3/12, 星期三 ,19℃,14℃,阵雨转中雨,微风 小于3级
2014/3/13, 星期四 ,20℃,13℃,中雨转阴,微风 小于3级
2014/3/14, 星期五 ,16℃,12℃,阴转多云,微风 小于3级
2014/3/15, 星期六 ,18℃,11℃,多云,微风 小于3级
2014/3/16, 星期日 ,20℃,12℃,多云,微风 小于3级
2014/3/17, 星期一 ,21℃,14℃,雾转多云,微风 小于3级
2014/3/18, 星期二 ,24℃,16℃,多云,微风 小于3级
2014/3/19, 星期三 ,25℃,18℃,阵雨,微风 小于3级
2014/3/20, 星期四 ,23℃,14℃,阵雨转中雨,微风~北风 小于3级~3-4级
2014/3/21, 星期五 ,17℃,12℃,阴转多云,微风 小于3级
2014/3/22, 星期六 ,18℃,10℃,多云,东北风~微风 3-4级~小于3级
2014/3/23, 星期日 ,22℃,12℃,多云,微风 小于3级
2014/3/24, 星期一 ,23℃,13℃,多云,微风 小于3级
2014/3/25, 星期二 ,25℃,15℃,多云,微风 小于3级
2014/3/26, 星期三 ,26℃,18℃,多云,微风 小于3级
2014/3/27, 星期四 ,24℃,19℃,阴转雷阵雨,微风 小于3级
2014/3/28, 星期五 ,24℃,18℃,阴转阵雨,微风 小于3级
2014/3/29, 星期六 ,25℃,19℃,雷阵雨,微风 小于3级
2014/3/30, 星期日 ,24℃,18℃,阴转阵雨,微风 小于3级
2014/3/31, 星期一 ,19℃,16℃,中雨转暴雨,微风 小于3级
2014/4/1, 星期二 ,20℃,15℃,阵雨转阴,微风 小于3级
2014/4/2, 星期三 ,19℃,15℃,阴转阵雨,微风 小于3级
2014/4/3, 星期四 ,18℃,15℃,小雨转中雨,微风 小于3级
2014/4/4, 星期五 ,22℃,16℃,阴转多云,微风 小于3级
2014/4/5, 星期六 ,23℃,15℃,多云,微风 小于3级
2014/4/6, 星期日 ,21℃,14℃,多云,微风 小于3级
2014/4/7, 星期一 ,20℃,14℃,阵雨转中雨,微风 小于3级
2014/4/8, 星期二 ,21℃,16℃,阵雨,微风 小于3级
2014/4/9, 星期四 ,25℃,17℃,中雨转阴,微风 小于3级
2014/4/10, 星期四 ,25℃,17℃,阴转多云,微风 小于3级
2014/4/11, 星期六 ,27℃,18℃,多云,微风 小于3级
2014/4/12, 星期日 ,27℃,18℃,多云,微风 小于3级
2014/4/13, 星期日 ,29℃,20℃,阴转多云,微风 小于3级
2014/4/14, 星期一 ,24℃,18℃,阴,微风 小于3级
2014/4/15, 星期二 ,23℃,16℃,多云,微风 小于3级
2014/4/16, 星期三 ,27℃,17℃,多云,微风 小于3级
2014/4/17, 星期四 ,29℃,20℃,多云,微风 小于3级
2014/4/18, 星期五 ,30℃,21℃,多云,微风 小于3级
2014/4/19, 星期六 ,29℃,21℃,多云,微风 小于3级
2014/4/20, 星期日 ,29℃,20℃,阴,微风 小于3级
2014/4/21, 星期一 ,23℃,18℃,阴,微风 小于3级
2014/4/22, 星期二 ,28℃,19℃,多云转阴,微风 小于3级
2014/4/23, 星期三 ,23℃,18℃,阵雨,微风 小于3级
2014/4/24, 星期四 ,25℃,18℃,阴,微风 小于3级
2014/4/25, 星期五 ,25℃,18℃,多云,微风 小于3级
2014/4/26, 星期六 ,26℃,20℃,阴,微风 小于3级
2014/4/27, 星期日 ,27℃,20℃,阵雨转雷阵雨,微风 小于3级
2014/4/28, 星期一 ,25℃,20℃,多云,微风 小于3级
2014/4/29, 星期二 ,23℃,20℃,多云,微风 小于3级
2014/4/30, 星期三 ,23℃,17℃,阴转雷阵雨,微风 小于3级
2014/5/1, 星期四 ,21℃,17℃,中雨,微风 小于3级
2014/5/2, 星期五 ,25℃,17℃,阴转多云,微风 小于3级
2014/5/3, 星期六 ,28℃,19℃,多云,微风 小于3级
2014/5/4, 星期日 ,23℃,19℃,阵雨转中雨,微风 小于3级
2014/5/5, 星期一 ,21℃,17℃,中雨转阵雨,微风 小于3级
2014/5/6, 星期二 ,21℃,16℃,阵雨转阴,微风 小于3级
2014/5/7, 星期三 ,22℃,15℃,阵雨,微风 小于3级
2014/5/8, 星期四 ,23℃,18℃,小雨,微风 小于3级
2014/5/9, 星期五 ,22℃,18℃,阵雨转中雨,微风 小于3级
2014/5/10, 星期六 ,25℃,19℃,中雨转阵雨,微风 小于3级
2014/5/11, 星期日 ,27℃,21℃,阵雨转阴,微风 小于3级
2014/5/12, 星期一 ,26℃,22℃,暴雨转大雨,微风 小于3级
2014/5/13, 星期二 ,28℃,22℃,阵雨,微风 小于3级
2014/5/14, 星期三 ,28℃,20℃,阵雨,微风 小于3级
2014/5/15, 星期四 ,28℃,23℃,阵雨转中雨,微风 小于3级
2014/5/16, 星期五 ,26℃,21℃,阴转多云,微风 小于3级
2014/5/17, 星期六 ,27℃,21℃,阵雨,微风 小于3级
2014/5/18, 星期日 ,29℃,23℃,阵雨转阴,微风 小于3级
2014/5/19, 星期一 ,28℃,23℃,中雨,微风 小于3级
2014/5/20, 星期二 ,30℃,24℃,中雨转雷阵雨,微风 小于3级
2014/5/21, 星期三 ,27℃,22℃,阵雨转中雨,微风 小于3级
2014/5/22, 星期四 ,26℃,21℃,中雨转大雨,微风 小于3级
2014/5/23, 星期五 ,24℃,20℃,大雨转阵雨,微风 小于3级
2014/5/24, 星期六 ,27℃,22℃,阵雨转阴,微风 小于3级
2014/5/25, 星期日 ,30℃,23℃,阴转多云,微风 小于3级
2014/5/26, 星期一 ,31℃,24℃,多云转中雨,微风 小于3级
2014/5/27, 星期二 ,28℃,24℃,阵雨转雷阵雨,微风 小于3级
2014/5/28, 星期三 ,31℃,24℃,阴转中雨,微风 小于3级
2014/5/29, 星期四 ,31℃,25℃,阵雨转雷阵雨,微风 小于3级
2014/5/30, 星期五 ,30℃,24℃,阵雨,微风 小于3级
2014/5/31, 星期六 ,29℃,23℃,阵雨,微风 小于3级
2014/6/1, 星期日 ,31℃,24℃,阴转多云,微风 小于3级
2014/6/2, 星期一 ,30℃,24℃,多云转阵雨,微风 小于3级
2014/6/3, 星期二 ,30℃,25℃,阵雨转中雨,微风 小于3级
2014/6/4, 星期四 ,30℃,23℃,阴转多云,微风 小于3级
2014/6/5, 星期五 ,30℃,24℃,阴转中雨,微风 小于3级
2014/6/6, 星期六 ,28℃,24℃,大雨转中雨,微风 小于3级
2014/6/7, 星期六 ,28℃,23℃,暴雨转大雨,微风 小于3级
2014/6/8, 星期六 ,28℃,23℃,暴雨转大雨,微风 小于3级
2014/6/9, 星期一 ,29℃,23℃,阴,微风 小于3级
2014/6/10, 星期二 ,30℃,24℃,多云,东南风 微风
2014/6/11, 星期四 ,23℃,30℃,多云,北风 微风
2014/6/12, 星期五 ,24℃,31℃,多云,东北风 微风
2014/6/13, 星期六 ,23℃,28℃,中雨转暴雨,东风 微风
2014/6/14, 星期日 ,24℃,27℃,大雨转暴雨,东风 东北风4-5级
2014/6/15, 星期一 ,25℃,26℃,暴雨转阵雨,东南风 南风3-4级转微风
2014/6/16, 星期一 ,31℃,24℃,中雨转阴,西南风 微风
2014/6/17, 星期二 ,31℃,25℃,阴转雷阵雨,北风 微风
2014/6/18, 星期三 ,32℃,25℃,阵雨转雷阵雨,西南风 微风
2014/6/19, 星期四 ,32℃,25℃,阵雨转多云,南风 微风
2014/6/20, 星期五 ,31℃,25℃,多云,南风 微风
2014/6/21, 星期六 ,31℃,26℃,多云转雷阵雨,南风 微风
2014/6/22, 星期日 ,31℃,25℃,多云转阵雨,西北风 微风
2014/6/23, 星期一 ,31℃,26℃,阵雨,南风 微风
2014/6/24, 星期二 ,31℃,25℃,阵雨转多云,东北风 微风
2014/6/25, 星期三 ,32℃,26℃,多云,西南风 微风
2014/6/26, 星期四 ,32℃,26℃,多云转阵雨,西南风 微风
2014/6/27, 星期五 ,32℃,26℃,多云转雷阵雨,西北风 微风
2014/6/28, 星期六 ,32℃,26℃,多云,东风 微风
2014/6/29, 星期日 ,31℃,26℃,阴转多云,南风 微风
2014/6/30, 星期一 ,32℃,26℃,多云,西南风 微风
2014/7/1, 星期二 ,33℃,26℃,多云,西南风 微风
2014/7/2, 星期三 ,33℃,26℃,多云,西风 微风
2014/7/3, 星期四 ,33℃,26℃,多云,东风 微风
2014/7/4, 星期五 ,34℃,27℃,多云,西南风 微风
2014/7/5, 星期六 ,35℃,27℃,多云,西风 微风
2014/7/6, 星期日 ,35℃,27℃,多云转雷阵雨,北风 微风
2014/7/7, 星期一 ,34℃,27℃,多云转雷阵雨,西南风 微风
2014/7/8, 星期二 ,34℃,27℃,多云转阴,西风 微风
2014/7/9, 星期三 ,35℃,27℃,多云,西南风 微风
2014/7/10, 星期四 ,34℃,27℃,多云,南风 微风
2014/7/11, 星期五 ,34℃,26℃,多云,微风 小于3级
2014/7/12, 星期六 ,34℃,27℃,多云,微风 小于3级
2014/7/13, 星期日 ,34℃,27℃,多云,微风 小于3级
2014/7/14, 星期一 ,35℃,27℃,多云,微风 小于3级
2014/7/15, 星期二 ,35℃,27℃,多云,微风 小于3级
2014/7/16, 星期三 ,35℃,27℃,多云,微风 小于3级
2014/7/17, 星期四 ,34℃,27℃,多云,微风 小于3级
2014/7/18, 星期五 ,33℃,27℃,阵雨,微风 小于3级
2014/7/19, 星期六 ,34℃,27℃,阵雨,微风 小于3级
2014/7/20, 星期日 ,34℃,27℃,多云,微风 小于3级
2014/7/21, 星期一 ,35℃,26℃,多云,微风 小于3级
2014/7/22, 星期二 ,36℃,27℃,多云,微风 小于3级
2014/7/23, 星期三 ,34℃,28℃,多云转阵雨,北风 3-4级~4-5级
2014/7/24, 星期四 ,31℃,23℃,暴雨转中雨,西南风 4-5级~3-4级
2014/7/25, 星期五 ,32℃,25℃,阵雨转多云,微风 小于3级
2014/7/26, 星期六 ,32℃,26℃,多云,微风 小于3级
2014/7/27, 星期日 ,34℃,26℃,多云,微风 小于3级
2014/7/28, 星期一 ,33℃,27℃,多云,微风 小于3级
2014/7/29, 星期二 ,34℃,26℃,多云,微风 小于3级
2014/7/30, 星期三 ,34℃,27℃,多云,微风 小于3级
2014/7/31, 星期四 ,35℃,27℃,多云,微风 小于3级
2014/8/1, 星期五 ,35℃,27℃,多云,微风 小于3级
2014/8/2, 星期六 ,34℃,26℃,多云转阵雨,微风 小于3级
2014/8/3, 星期日 ,34℃,26℃,多云转阵雨,微风 小于3级
2014/8/4, 星期一 ,34℃,26℃,多云,微风 小于3级
2014/8/5, 星期二 ,31℃,26℃,多云转阵雨,微风 小于3级
2014/8/6, 星期三 ,33℃,26℃,阴转多云,微风 小于3级
2014/8/7, 星期四 ,34℃,26℃,多云,微风 小于3级
2014/8/8, 星期五 ,34℃,26℃,多云,微风 小于3级
2014/8/9, 星期六 ,34℃,26℃,多云,微风 小于3级
2014/8/10, 星期日 ,34℃,27℃,多云,微风 小于3级
2014/8/11, 星期一 ,33℃,26℃,多云转阵雨,微风 小于3级
2014/8/12, 星期二 ,32℃,26℃,阴转中雨,微风 小于3级
2014/8/13, 星期三 ,32℃,26℃,大雨转中雨,微风 小于3级
2014/8/14, 星期四 ,33℃,26℃,阵雨,微风 小于3级
2014/8/15, 星期五 ,34℃,26℃,多云,微风 小于3级
2014/8/16, 星期六 ,33℃,26℃,多云,微风 小于3级
2014/8/17, 星期日 ,34℃,26℃,多云,微风 小于3级
2014/8/18, 星期一 ,34℃,27℃,多云,微风 小于3级
2014/8/19, 星期二 ,30℃,26℃,中雨转暴雨,微风~北风 小于3级~3-4级
2014/8/20, 星期三 ,31℃,25℃,中雨转阵雨,南风~微风 3-4级~小于3级
2014/8/21, 星期四 ,32℃,25℃,阵雨转多云,微风 小于3级
2014/8/22, 星期五 ,33℃,26℃,多云,微风 小于3级
2014/8/23, 星期六 ,34℃,26℃,多云,微风 小于3级
2014/8/24, 星期日 ,33℃,25℃,多云,微风 小于3级
2014/8/25, 星期一 ,33℃,25℃,多云,微风 小于3级
2014/8/26, 星期二 ,33℃,25℃,多云,微风 小于3级
2014/8/27, 星期三 ,32℃,25℃,多云,微风 小于3级
2014/8/28, 星期四 ,33℃,25℃,多云,微风 小于3级
2014/8/29, 星期五 ,33℃,26℃,多云,微风 小于3级
2014/8/30, 星期六 ,33℃,26℃,多云,微风 小于3级
2014/8/31, 星期日 ,33℃,26℃,多云,微风 小于3级
2014/9/1, 星期一 ,34℃,26℃,多云,微风 小于3级
2014/9/2, 星期二 ,34℃,26℃,多云,微风 小于3级
2014/9/3, 星期三 ,34℃,26℃,多云,微风 小于3级
2014/9/4, 星期四 ,31℃,26℃,多云转阵雨,微风 小于3级
2014/9/5, 星期五 ,32℃,25℃,多云,微风 小于3级
2014/9/6, 星期六 ,33℃,26℃,多云,微风 小于3级
2014/9/7, 星期日 ,34℃,26℃,多云,微风 小于3级
2014/9/8, 星期一 ,34℃,26℃,多云,微风 小于3级
2014/9/9, 星期二 ,33℃,26℃,多云,微风 小于3级
2014/9/10, 星期三 ,33℃,26℃,多云,微风 小于3级
2014/9/11, 星期四 ,33℃,26℃,多云,微风 小于3级
2014/9/12, 星期五 ,32℃,26℃,多云,微风 小于3级
2014/9/13, 星期六 ,33℃,26℃,多云,微风 小于3级
2014/9/14, 星期日 ,33℃,26℃,多云,微风 小于3级
2014/9/15, 星期一 ,34℃,27℃,多云,东北风 3-4级~4-5级
2014/9/16, 星期二 ,31℃,25℃,中雨,东南风 3-4级
2014/9/17, 星期三 ,33℃,26℃,多云,微风 小于3级
2014/9/18, 星期四 ,34℃,27℃,多云,微风 小于3级
2014/9/19, 星期五 ,34℃,26℃,多云,微风 小于3级
2014/9/20, 星期六 ,34℃,27℃,多云,北风 3-4级~4-5级
2014/9/21, 星期日 ,31℃,26℃,阵雨,北风 5-6级~4-5级
2014/9/22, 星期一 ,31℃,24℃,阴,微风 小于3级
2014/9/23, 星期二 ,31℃,25℃,阴转多云,微风 小于3级
2014/9/24, 星期三 ,32℃,25℃,多云,微风 小于3级
2014/9/25, 星期四 ,32℃,25℃,多云转阴,微风 小于3级
2014/9/26, 星期五 ,32℃,25℃,多云,微风 小于3级
2014/9/27, 星期六 ,32℃,25℃,多云,微风 小于3级
2014/9/28, 星期日 ,33℃,25℃,多云,微风 小于3级
2014/9/29, 星期一 ,33℃,25℃,多云,微风 小于3级
2014/9/30, 星期二 ,31℃,25℃,多云转阵雨,微风 小于3级
2014/10/1, 星期三 ,31℃,25℃,阴,微风 小于3级
2014/10/2, 星期四 ,31℃,25℃,多云,微风 小于3级
2014/10/3, 星期五 ,30℃,24℃,多云,微风 小于3级
2014/10/4, 星期六 ,30℃,23℃,多云,微风 小于3级
2014/10/5, 星期日 ,30℃,22℃,多云,微风~北风 小于3级~3-4级
2014/10/6, 星期一 ,29℃,20℃,多云,微风 小于3级
2014/10/7, 星期二 ,28℃,21℃,多云,东北风 3-4级
2014/10/8, 星期三 ,29℃,20℃,多云,东北风~微风 3-4级~小于3级
2014/10/9, 星期四 ,30℃,21℃,多云,东北风~微风 3-4级~小于3级
2014/10/10, 星期五 ,30℃,22℃,多云,东北风 3-4级
2014/10/11, 星期六 ,32℃,23℃,多云,东北风 3-4级~小于3级
2014/10/12, 星期日 ,32℃,21℃,多云,微风 小于3级
2014/10/13, 星期一 ,29℃,21℃,多云,微风 小于3级
2014/10/14, 星期二 ,28℃,20℃,多云,微风 小于3级
2014/10/15, 星期三 ,28℃,19℃,多云,微风 小于3级
2014/10/16, 星期四 ,27℃,19℃,多云,微风 小于3级
2014/10/17, 星期五 ,28℃,18℃,多云,微风 小于3级
2014/10/18, 星期六 ,28℃,19℃,多云,微风 小于3级
2014/10/19, 星期日 ,29℃,20℃,多云,微风 小于3级
2014/10/20, 星期一 ,29℃,20℃,多云,微风 小于3级
2014/10/21, 星期二 ,32℃,22℃,多云,微风 小于3级
2014/10/22, 星期三 ,27℃,22℃,阴转阵雨,微风~北风 小于3级~3-4级
2014/10/23, 星期四 ,27℃,19℃,阴转多云,微风 小于3级
2014/10/24, 星期五 ,26℃,20℃,多云,微风 小于3级
2014/10/25, 星期六 ,28℃,20℃,多云,微风 小于3级
2014/10/26, 星期日 ,29℃,21℃,多云,微风 小于3级
2014/10/27, 星期二 ,27℃,21℃,多云,微风~北风 小于3级~3-4级
2014/10/28, 星期二 ,27℃,20℃,阴转多云,东北风 3-4级
2014/10/29, 星期三 ,28℃,19℃,多云,东北风~微风 3-4级~小于3级
2014/10/30, 星期四 ,29℃,20℃,多云,微风 小于3级
2014/10/31, 星期五 ,29℃,21℃,多云,微风 小于3级
2014/11/1, 星期六 ,30℃,21℃,多云,微风 小于3级
2014/11/2, 星期日 ,27℃,22℃,多云转阴,微风 小于3级
2014/11/3, 星期一 ,25℃,19℃,阴转多云,微风 小于3级
2014/11/4, 星期二 ,24℃,17℃,多云,微风 小于3级
2014/11/5, 星期三 ,26℃,17℃,多云,微风 小于3级
2014/11/6, 星期四 ,26℃,18℃,多云,微风 小于3级
2014/11/7, 星期五 ,25℃,19℃,多云,东北风 3-4级
2014/11/8, 星期五 ,24℃,19℃,阴,东北风 3-4级
2014/11/9, 星期五 ,24℃,19℃,阴,东北风 3-4级
2014/11/10, 星期一 ,24℃,19℃,阴,东北风 3-4级
2014/11/11, 星期二 ,25℃,18℃,阴,微风 小于3级
2014/11/12, 星期四 ,23℃,19℃,阴转阵雨,微风 小于3级
2014/11/13, 星期四 ,21℃,17℃,阵雨转阴,微风~北风 小于3级~3-4级
2014/11/14, 星期五 ,23℃,16℃,多云,东北风 3-4级
2014/11/15, 星期六 ,24℃,16℃,多云转阴,东北风 3-4级
2014/11/16, 星期日 ,24℃,17℃,阴,微风 小于3级
2014/11/17, 星期一 ,24℃,17℃,阴转多云,微风~北风 小于3级~3-4级
2014/11/18, 星期二 ,22℃,16℃,多云,东北风 3-4级
2014/11/19, 星期三 ,23℃,15℃,多云,东北风~微风 3-4级~小于3级
2014/11/20, 星期四 ,23℃,15℃,多云,微风 小于3级
2014/11/21, 星期五 ,25℃,16℃,多云,微风 小于3级
2014/11/22, 星期六 ,27℃,17℃,多云,微风 小于3级
2014/11/23, 星期日 ,27℃,18℃,多云,微风 小于3级
2014/11/24, 星期一 ,28℃,18℃,多云,微风 小于3级
2014/11/25, 星期二 ,27℃,18℃,阴转多云,微风 小于3级
2014/11/26, 星期四 ,24℃,18℃,阴,东北风 3-4级
2014/11/27, 星期四 ,23℃,18℃,多云转阵雨,东北风~微风 3-4级~小于3级
2014/11/28, 星期五 ,24℃,18℃,中雨转阵雨,微风 小于3级
2014/11/29, 星期六 ,24℃,19℃,阵雨,微风 小于3级
2014/11/30, 星期日 ,25℃,19℃,阵雨转阴,微风 小于3级
2014/12/1, 星期一 ,22℃,15℃,小雨,微风~北风 小于3级~3-4级
2014/12/2, 星期二 ,15℃,12℃,阵雨转阴,东北风 3-4级
2014/12/3, 星期三 ,17℃,12℃,阵雨,东北风~微风 3-4级~小于3级
2014/12/4, 星期四 ,15℃,12℃,阵雨转多云,微风~东北风 小于3级~3-4级
2014/12/5, 星期五 ,17℃,10℃,多云,微风 小于3级
2014/12/6, 星期六 ,19℃,9℃,多云,微风 小于3级
2014/12/7, 星期日 ,20℃,12℃,多云,微风 小于3级
2014/12/8, 星期一 ,20℃,13℃,多云,微风~北风 小于3级~3-4级
2014/12/9, 星期二 ,19℃,13℃,多云,东北风 3-4级
2014/12/10, 星期三 ,19℃,15℃,阵雨转阴,微风 小于3级
2014/12/11, 星期四 ,21℃,15℃,阵雨,微风 小于3级
2014/12/12, 星期五 ,18℃,13℃,阴转多云,微风 小于3级
